Tanggal,Kode_Transaksi,Pelanggan,sub_total,lokasi_apotek
4/14/2023,TRX000455,Cut Unjani Wijaya,411309,Jakarta
5/1/2023,TRX000456,Betania Januar,801059,Yogyakarta
5/25/2024,TRX000457,Guest,1117652,Jakarta
8/25/2023,TRX000458,Guest,507484,Yogyakarta
2/22/2023,TRX000459,Guest,78871,Jakarta
9/7/2024,TRX000460,R. Ana Pradipta,307051,Surabaya
7/7/2024,TRX000461,Drs. Nugraha Sitompul,919999,Surabaya
12/5/2023,TRX000462,Guest,225470,Bandung
1/24/2023,TRX000463,Guest,916915,Bandung
8/18/2023,TRX000464,Guest,967528,Surabaya
10/24/2023,TRX000465,Nadine Safitri,174124,Bandung
9/15/2023,TRX000466,Guest,1273146,Semarang
2/4/2024,TRX000467,Guest,1074424,Surabaya
12/21/2024,TRX000468,Guest,1059725,Jakarta
1/2/2024,TRX000469,Guest,487231,Semarang
3/11/2023,TRX000470,Guest,832212,Jakarta
6/11/2023,TRX000471,Guest,149468,Yogyakarta
10/22/2023,TRX000472,Guest,85812,Surabaya
3/18/2023,TRX000473,Emil Simbolon,757830,Semarang
7/1/2024,TRX000474,"Syahrini Oktaviani, S.IP",311922,Surabaya
8/12/2024,TRX000475,"R.A. Intan Nugroho, M.Ak",428802,Semarang
9/5/2023,TRX000476,Raisa Novitasari,368838,Bandung
6/14/2024,TRX000477,Guest,364002,Yogyakarta
9/17/2024,TRX000478,Guest,318235,Yogyakarta
5/27/2024,TRX000479,Guest,748823,Semarang
11/16/2023,TRX000480,Guest,667462,Semarang
2/13/2024,TRX000481,Guest,225239,Jakarta
9/25/2024,TRX000482,Drs. Murti Latupono,1187679,Semarang
2/28/2023,TRX000483,Rahmi Puspita,29382,Yogyakarta
7/13/2024,TRX000484,Capa Anggriawan,1461637,Jakarta
12/15/2024,TRX000485,Guest,477600,Semarang
4/24/2023,TRX000486,Yono Wijayanti,1203001,Jakarta
8/19/2024,TRX000487,Guest,1135677,Jakarta
4/27/2024,TRX000488,Guest,1026246,Surabaya
9/27/2023,TRX000489,Ghani Uwais,354359,Semarang
10/30/2024,TRX000490,Tgk. Martani Utami,93026,Yogyakarta
1/31/2023,TRX000491,Guest,314880,Jakarta
2/3/2023,TRX000492,Ibrani Purwanti,887078,Bandung
12/13/2023,TRX000493,Guest,151685,Jakarta
3/7/2024,TRX000494,"Pranawa Wijayanti, M.Kom.",845701,Surabaya
9/25/2023,TRX000495,Malika Hakim,12577,Surabaya
7/25/2023,TRX000496,"Tgk. Nalar Gunawan, S.Kom",899730,Semarang
12/9/2023,TRX000497,Cakrawala Habibi,1234525,Yogyakarta
3/2/2023,TRX000498,Guest,175443,Surabaya
5/23/2023,TRX000499,Yuni Usamah,263895,Jakarta
7/29/2023,TRX000500,Guest,935793,Surabaya
7/14/2024,TRX000501,Guest,652255,Surabaya
12/4/2023,TRX000502,"drg. Budi Hasanah, S.Pd",345856,Jakarta
11/10/2024,TRX000503,Guest,843988,Yogyakarta
3/5/2023,TRX000504,Jamalia Padmasari,1077448,Yogyakarta
8/30/2023,TRX000505,Galang Hastuti,1400569,Semarang
5/20/2024,TRX000506,Guest,753041,Semarang
3/16/2023,TRX000507,Dr. Harimurti Suartini,768749,Surabaya
7/31/2024,TRX000508,Kambali Gunarto,306707,Bandung
9/16/2024,TRX000509,KH. Gaman Hasanah,1115547,Semarang
12/20/2024,TRX000510,Guest,107223,Bandung
2/6/2023,TRX000511,Guest,270413,Semarang
12/21/2023,TRX000512,Kamal Padmasari,110856,Yogyakarta
3/14/2023,TRX000513,Intan Najmudin,1051256,Semarang
3/2/2024,TRX000514,"R. Vicky Dongoran, S.Gz",325134,Yogyakarta
9/4/2024,TRX000515,Guest,162158,Surabaya
9/19/2024,TRX000516,Rendy Simanjuntak,182574,Semarang
3/24/2023,TRX000517,Guest,310629,Bandung
7/18/2024,TRX000518,Guest,942668,Yogyakarta
5/5/2024,TRX000519,Guest,875118,Semarang
5/13/2023,TRX000520,Guest,237032,Semarang
10/5/2023,TRX000521,Guest,1312744,Bandung
2/12/2023,TRX000522,Guest,390421,Bandung
4/17/2023,TRX000523,Mutia Safitri,744219,Surabaya
2/6/2023,TRX000524,Guest,477438,Bandung
5/23/2024,TRX000525,Farah Yuniar,258920,Semarang
6/3/2024,TRX000526,Guest,1030775,Bandung
8/19/2023,TRX000527,Guest,1742801,Bandung
10/27/2024,TRX000528,Guest,213159,Semarang
12/25/2023,TRX000529,Guest,1641054,Surabaya
3/17/2024,TRX000530,Ilyas Wijaya,150247,Jakarta
5/4/2024,TRX000531,"Lantar Simanjuntak, S.Psi",875808,Surabaya
11/7/2023,TRX000532,Bancar Kusumo,1140384,Semarang
8/22/2023,TRX000533,Guest,659583,Surabaya
1/22/2023,TRX000534,Guest,794127,Yogyakarta
2/26/2023,TRX000535,Guest,376347,Semarang
1/27/2023,TRX000536,Guest,143446,Yogyakarta
7/20/2023,TRX000537,Guest,832638,Semarang
7/1/2024,TRX000538,Hamima Padmasari,991365,Yogyakarta
9/14/2024,TRX000539,Citra Waskita,379213,Semarang
1/24/2024,TRX000540,Guest,568398,Semarang
11/29/2024,TRX000541,"Cemplunk Hutapea, S.Psi",829715,Jakarta
12/1/2024,TRX000542,Raden Ardianto,827645,Yogyakarta
1/19/2023,TRX000543,Guest,599660,Semarang
7/19/2024,TRX000544,Guest,1360324,Jakarta
5/8/2024,TRX000545,Dt. Jaka Padmasari,390146,Bandung
2/23/2023,TRX000546,"drg. Hafshah Siregar, S.Ked",499486,Yogyakarta
2/1/2024,TRX000547,Guest,498243,Yogyakarta
1/22/2024,TRX000548,Guest,665275,Yogyakarta
12/13/2024,TRX000549,Malika Megantara,88482,Yogyakarta
5/9/2023,TRX000550,Guest,504096,Yogyakarta
3/16/2024,TRX000551,Guest,106159,Surabaya
12/19/2024,TRX000552,Guest,174576,Jakarta
3/13/2024,TRX000553,"Salwa Anggraini, M.TI.",442388,Bandung
7/16/2024,TRX000554,Purwadi Wibisono,1047605,Semarang
5/22/2023,TRX000555,Guest,554565,Jakarta
4/29/2023,TRX000556,Guest,708017,Jakarta
3/24/2024,TRX000557,Salman Prastuti,636977,Surabaya
5/1/2023,TRX000558,Damu Dongoran,925420,Jakarta
9/22/2024,TRX000559,Joko Nuraini,627547,Yogyakarta
1/12/2024,TRX000560,Baktiadi Natsir,736700,Jakarta
12/27/2023,TRX000561,Dimaz Budiman,150314,Semarang
7/18/2023,TRX000562,"Endah Hasanah, M.Kom.",204357,Yogyakarta
12/18/2023,TRX000563,Guest,237720,Semarang
3/23/2024,TRX000564,Eman Winarno,1113304,Bandung
3/1/2023,TRX000565,Lasmanto Suartini,394519,Semarang
9/1/2023,TRX000566,"Cawisadi Wijaya, S.T.",612548,Semarang
8/26/2023,TRX000567,Cawuk Lestari,408029,Yogyakarta
4/5/2023,TRX000568,Guest,163608,Yogyakarta
8/25/2024,TRX000569,Guest,476872,Surabaya
1/11/2023,TRX000570,"Anita Nashiruddin, S.IP",1061121,Yogyakarta
8/21/2023,TRX000571,Guest,172527,Jakarta
2/27/2024,TRX000572,Guest,1011462,Semarang
7/3/2024,TRX000573,Guest,190327,Jakarta
8/4/2024,TRX000574,"Drs. Faizah Marpaung, S.E.",421086,Semarang
2/16/2023,TRX000575,dr. Sarah Sihotang,117900,Yogyakarta
1/16/2023,TRX000576,"H. Karna Wasita, M.M.",291431,Jakarta
9/13/2023,TRX000577,"R. Vega Purnawati, S.E.I",484883,Surabaya
2/28/2023,TRX000578,Guest,139809,Bandung
3/20/2023,TRX000579,Bancar Hutasoit,402069,Bandung
2/28/2023,TRX000580,Clara Nainggolan,910182,Semarang
5/10/2023,TRX000581,"H. Yosef Padmasari, S.Ked",132428,Yogyakarta
3/25/2024,TRX000582,Ajeng Maheswara,259440,Surabaya
7/4/2023,TRX000583,Guest,934270,Bandung
10/17/2023,TRX000584,Guest,876975,Bandung
2/14/2023,TRX000585,Guest,1014595,Bandung
11/18/2023,TRX000586,Harimurti Sinaga,413961,Semarang
12/25/2023,TRX000587,Guest,268046,Bandung
9/8/2024,TRX000588,Emin Puspasari,1249972,Jakarta
11/1/2024,TRX000589,Guest,101326,Yogyakarta
9/8/2023,TRX000590,Ika Uyainah,1091713,Yogyakarta
10/27/2023,TRX000591,Guest,410501,Jakarta
5/13/2023,TRX000592,Ida Rahimah,938650,Semarang
9/12/2024,TRX000593,Ir. Ika Utama,586472,Yogyakarta
2/12/2024,TRX000594,Ifa Fujiati,311512,Jakarta
5/5/2024,TRX000595,Tira Hutapea,400053,Bandung
11/4/2024,TRX000596,"Akarsana Melani, S.H.",900607,Surabaya
5/6/2023,TRX000597,Guest,989721,Jakarta
11/3/2024,TRX000598,Naradi Safitri,729412,Yogyakarta
3/20/2023,TRX000599,Guest,233887,Semarang
3/20/2023,TRX000600,Farhunnisa Sihotang,1377645,Yogyakarta
9/14/2023,TRX000601,Guest,1117344,Surabaya
7/10/2024,TRX000602,Guest,1155057,Bandung
7/30/2023,TRX000603,Guest,1031785,Surabaya
5/21/2024,TRX000604,R.A. Anastasia Jailani,852129,Surabaya
12/23/2024,TRX000605,Guest,22611,Bandung
1/1/2024,TRX000606,Guest,797985,Surabaya
8/14/2023,TRX000607,Guest,927172,Surabaya
3/30/2024,TRX000608,Sadina Thamrin,195756,Surabaya
12/31/2024,TRX000609,Nova Damanik,464697,Bandung
11/6/2023,TRX000610,Guest,356097,Yogyakarta
1/11/2024,TRX000611,Guest,883017,Semarang
7/18/2024,TRX000612,Harsanto Nugroho,1004277,Semarang
10/27/2023,TRX000613,Guest,947337,Jakarta
10/31/2024,TRX000614,Guest,337914,Yogyakarta
9/8/2023,TRX000615,"Panji Kusumo, M.TI.",977746,Surabaya
6/23/2024,TRX000616,Guest,132178,Surabaya
10/1/2023,TRX000617,Endah Nababan,743346,Bandung
11/23/2023,TRX000618,Asman Safitri,939104,Surabaya
12/15/2024,TRX000619,Guest,1273965,Semarang
7/8/2024,TRX000620,Guest,620821,Surabaya
5/30/2024,TRX000621,Guest,521573,Jakarta
4/17/2023,TRX000622,Guest,1804941,Bandung
2/25/2023,TRX000623,KH. Asmuni Nashiruddin,982703,Surabaya
12/21/2023,TRX000624,"Dr. Irwan Latupono, M.Kom.",189112,Bandung
2/25/2024,TRX000625,Guest,410702,Bandung
12/23/2024,TRX000626,Guest,1006798,Semarang
9/28/2024,TRX000627,Purwa Pradana,672347,Bandung
5/12/2024,TRX000628,"Ayu Tamba, S.IP",245412,Semarang
10/14/2023,TRX000629,Guest,196017,Bandung
3/22/2023,TRX000630,Guest,1435344,Semarang
7/28/2023,TRX000631,Guest,181816,Surabaya
5/21/2023,TRX000632,Dalimin Natsir,397092,Bandung
6/17/2024,TRX000633,"Puti Oliva Handayani, S.H.",598804,Jakarta
8/25/2023,TRX000634,Garda Ramadan,659137,Yogyakarta
11/9/2023,TRX000635,"dr. Farhunnisa Budiman, S.I.Kom",215531,Bandung
7/20/2024,TRX000636,Guest,439130,Bandung
8/4/2023,TRX000637,Guest,18961,Semarang
5/6/2023,TRX000638,Olivia Nashiruddin,1241690,Bandung
1/17/2024,TRX000639,H. Galar Gunawan,435418,Bandung
5/26/2023,TRX000640,Guest,342831,Semarang
2/6/2023,TRX000641,Tantri Habibi,411044,Jakarta
8/29/2023,TRX000642,Guest,496739,Surabaya
12/16/2024,TRX000643,Guest,1251693,Bandung
3/26/2024,TRX000644,Guest,857096,Semarang
10/27/2024,TRX000645,Rahmi Halim,1297125,Semarang
4/9/2024,TRX000646,Ami Ramadan,593645,Jakarta
4/27/2023,TRX000647,Dr. Indah Widiastuti,18363,Bandung
1/22/2023,TRX000648,Guest,1015774,Bandung
5/25/2024,TRX000649,Guest,1057290,Yogyakarta
2/4/2023,TRX000650,Guest,875245,Semarang
10/4/2023,TRX000651,Nadia Simbolon,92685,Semarang
10/12/2023,TRX000652,Guest,287003,Bandung
8/25/2024,TRX000653,Guest,933403,Surabaya
1/29/2024,TRX000654,Guest,350895,Surabaya
11/4/2023,TRX000655,Guest,1163013,Surabaya
3/28/2023,TRX000656,Guest,379270,Surabaya
3/3/2023,TRX000657,Guest,1274989,Semarang
10/13/2023,TRX000658,Guest,43840,Jakarta
9/16/2024,TRX000659,"Radika Siregar, S.T.",826870,Yogyakarta
1/29/2024,TRX000660,Guest,1172516,Bandung
5/22/2024,TRX000661,Guest,753525,Jakarta
1/20/2023,TRX000662,"R. Galih Simbolon, S.H.",399636,Yogyakarta
1/27/2024,TRX000663,Guest,219593,Jakarta
1/29/2024,TRX000664,Guest,1420738,Surabaya
3/30/2024,TRX000665,Asmianto Tamba,187106,Semarang
2/15/2023,TRX000666,Guest,166218,Surabaya
8/18/2023,TRX000667,Guest,587081,Jakarta
7/30/2023,TRX000668,"Drs. Wirda Prastuti, M.Ak",766409,Surabaya
1/24/2024,TRX000669,Guest,1248047,Semarang
7/8/2023,TRX000670,Guest,1258958,Yogyakarta
11/6/2024,TRX000671,Guest,249972,Bandung
3/17/2024,TRX000672,"Gawati Lestari, S.Sos",268390,Jakarta
6/29/2024,TRX000673,Tina Wahyuni,1132264,Jakarta
2/23/2023,TRX000674,Julia Puspita,178239,Jakarta
11/7/2024,TRX000675,Guest,724838,Semarang
11/9/2023,TRX000676,Guest,284788,Semarang
2/2/2023,TRX000677,Guest,106087,Semarang
7/8/2024,TRX000678,Guest,620405,Jakarta
12/23/2023,TRX000679,Guest,83316,Bandung
1/27/2023,TRX000680,Jaiman Wibowo,1107515,Semarang
9/15/2024,TRX000681,Daryani Hidayanto,192603,Surabaya
12/11/2023,TRX000682,Guest,740852,Jakarta
9/26/2023,TRX000683,Guest,742128,Jakarta
8/28/2024,TRX000684,Guest,360639,Yogyakarta
8/10/2023,TRX000685,Guest,1444779,Surabaya
1/29/2023,TRX000686,Sarah Hariyah,906563,Bandung
12/16/2023,TRX000687,Ellis Najmudin,180885,Bandung
9/28/2024,TRX000688,Guest,791501,Jakarta
3/20/2024,TRX000689,Guest,501981,Bandung
3/13/2024,TRX000690,Guest,49482,Jakarta
2/28/2023,TRX000691,Dalima Nugroho,246923,Yogyakarta
4/22/2023,TRX000692,Guest,618305,Bandung
7/20/2024,TRX000693,Guest,806146,Surabaya
2/2/2024,TRX000694,dr. Tari Uyainah,1139787,Semarang
11/25/2024,TRX000695,Guest,770874,Bandung
10/22/2023,TRX000696,Ozy Wijayanti,791664,Bandung
7/1/2024,TRX000697,"Ina Saptono, M.Kom.",197215,Jakarta
4/19/2024,TRX000698,Kurnia Nasyidah,493739,Yogyakarta
3/10/2024,TRX000699,Guest,360730,Surabaya
8/9/2024,TRX000700,Ivan Uyainah,790322,Semarang
8/4/2024,TRX000701,Guest,59442,Semarang
6/15/2024,TRX000702,Ratih Dabukke,153148,Jakarta
9/24/2023,TRX000703,"Dr. Novi Utami, S.Farm",713325,Bandung
6/16/2023,TRX000704,Guest,733916,Semarang
1/26/2024,TRX000705,Daliman Yuniar,960061,Surabaya
4/23/2024,TRX000706,"Tgk. Nova Aryani, S.E.I",534659,Yogyakarta
9/1/2023,TRX000707,Guest,1417121,Yogyakarta
5/16/2023,TRX000708,Dinda Hidayat,742890,Jakarta
1/16/2023,TRX000709,Ajimin Rahimah,1103969,Yogyakarta
10/15/2023,TRX000710,Kusuma Gunarto,417145,Jakarta
11/29/2024,TRX000711,Dina Wahyudin,644157,Yogyakarta
10/8/2023,TRX000712,"Vino Permata, S.Kom",589843,Yogyakarta
3/29/2023,TRX000713,Guest,124187,Jakarta
9/13/2023,TRX000714,Harto Nugroho,534999,Yogyakarta
7/9/2024,TRX000715,Ir. Ika Nurdiyanti,458694,Surabaya
10/30/2023,TRX000716,Guest,1067068,Surabaya
12/12/2023,TRX000717,Marwata Setiawan,593568,Surabaya
8/7/2024,TRX000718,Michelle Puspita,725146,Jakarta
2/9/2024,TRX000719,Guest,397427,Surabaya
2/9/2023,TRX000720,Guest,874718,Jakarta
9/22/2024,TRX000721,Putri Mangunsong,450741,Yogyakarta
10/8/2023,TRX000722,R. Oni Padmasari,517380,Bandung
1/6/2024,TRX000723,Guest,1081654,Jakarta
10/3/2023,TRX000724,Hj. Kani Pratama,472262,Bandung
11/6/2024,TRX000725,Guest,157394,Surabaya
9/14/2023,TRX000726,"Cut Maida Laksmiwati, S.E.I",563760,Bandung
10/30/2024,TRX000727,Guest,190327,Jakarta
9/14/2024,TRX000728,"Bella Kuswandari, S.E.I",744794,Jakarta
1/13/2023,TRX000729,"Citra Mangunsong, S.E.I",425120,Semarang
5/8/2023,TRX000730,"Puti Ilsa Hardiansyah, S.H.",274801,Bandung
11/11/2023,TRX000731,Guest,1093970,Semarang
8/5/2024,TRX000732,Cemeti Hutagalung,332270,Jakarta
11/7/2024,TRX000733,Daru Mahendra,404835,Surabaya
11/25/2023,TRX000734,Guest,182447,Yogyakarta
9/28/2023,TRX000735,Silvia Fujiati,289798,Yogyakarta
7/3/2023,TRX000736,Guest,867751,Yogyakarta
3/30/2024,TRX000737,"Gamani Pratiwi, S.T.",961244,Bandung
4/18/2024,TRX000738,Guest,427051,Semarang
1/18/2023,TRX000739,Lala Susanti,832287,Semarang
3/26/2024,TRX000740,"Dr. Pandu Agustina, M.Farm",280184,Semarang
1/10/2023,TRX000741,Kania Laksmiwati,350127,Semarang
4/22/2024,TRX000742,Dalimin Sitorus,290016,Jakarta
2/7/2023,TRX000743,Cici Gunarto,12334,Yogyakarta
1/3/2024,TRX000744,Zelda Manullang,448707,Bandung
5/6/2024,TRX000745,"R. Among Jailani, S.H.",1036001,Surabaya
10/15/2024,TRX000746,Guest,1233026,Jakarta
7/23/2024,TRX000747,Guest,1138398,Semarang
8/12/2023,TRX000748,dr. Gambira Hutagalung,120660,Jakarta
2/23/2024,TRX000749,Guest,516742,Bandung
3/1/2023,TRX000750,drg. Devi Kuswandari,1506826,Yogyakarta
8/16/2024,TRX000751,Guest,54438,Surabaya
3/23/2023,TRX000752,Guest,380399,Yogyakarta
10/11/2023,TRX000753,"dr. Galih Lazuardi, S.IP",231212,Semarang
9/16/2024,TRX000754,Warsita Hardiansyah,855682,Bandung
7/18/2024,TRX000755,Guest,789159,Bandung
11/18/2023,TRX000756,Guest,609830,Bandung
3/7/2023,TRX000757,Guest,819778,Surabaya
3/27/2024,TRX000758,Guest,537431,Semarang
7/4/2023,TRX000759,dr. Bahuwarna Jailani,1038746,Bandung
9/22/2023,TRX000760,Salwa Santoso,254580,Semarang
10/10/2023,TRX000761,Bakiono Napitupulu,306622,Jakarta
9/23/2023,TRX000762,Lala Hidayat,525304,Surabaya
5/21/2024,TRX000763,dr. Maras Dabukke,261640,Jakarta
5/11/2023,TRX000764,"Ika Uwais, S.Gz",352012,Yogyakarta
8/21/2023,TRX000765,Tgk. Gilang Padmasari,487589,Jakarta
10/7/2024,TRX000766,Panji Nashiruddin,1179498,Semarang
6/28/2023,TRX000767,Olivia Sitompul,1796607,Semarang
5/31/2023,TRX000768,Guest,1203359,Surabaya
9/24/2024,TRX000769,Endah Palastri,185958,Yogyakarta
11/2/2024,TRX000770,Guest,936257,Jakarta
2/20/2023,TRX000771,Edi Prabowo,916452,Yogyakarta
8/27/2023,TRX000772,Guest,976739,Semarang
4/28/2023,TRX000773,Zelda Prasetyo,1252691,Jakarta
11/1/2024,TRX000774,Guest,1421919,Semarang
2/9/2023,TRX000775,Guest,641949,Bandung
7/8/2023,TRX000776,"Nilam Haryanto, S.IP",585668,Yogyakarta
12/1/2024,TRX000777,"Carub Suwarno, M.TI.",193590,Jakarta
6/2/2024,TRX000778,Guest,237578,Yogyakarta
3/26/2024,TRX000779,Guest,590967,Bandung
8/16/2024,TRX000780,Karma Ramadan,340832,Jakarta
11/21/2023,TRX000781,Guest,796082,Bandung
2/12/2023,TRX000782,Guest,818018,Bandung
7/20/2024,TRX000783,Guest,220580,Jakarta
8/22/2023,TRX000784,Guest,513442,Bandung
3/4/2023,TRX000785,Anggabaya Namaga,1317680,Surabaya
9/23/2023,TRX000786,Guest,791528,Surabaya
9/21/2023,TRX000787,Guest,52764,Jakarta
1/17/2023,TRX000788,Guest,1084227,Bandung
11/25/2024,TRX000789,Guest,1026528,Yogyakarta
12/28/2023,TRX000790,Guest,124187,Surabaya
7/7/2024,TRX000791,Ida Wijaya,773936,Jakarta
2/15/2023,TRX000792,"Malika Palastri, S.E.",545816,Bandung
9/6/2024,TRX000793,"R. Yani Padmasari, S.Pd",1253176,Semarang
8/29/2023,TRX000794,Guest,455755,Yogyakarta
12/25/2023,TRX000795,Guest,1220939,Yogyakarta
4/22/2023,TRX000796,Guest,264785,Semarang
3/21/2023,TRX000797,Hafshah Hutapea,783642,Jakarta
6/3/2024,TRX000798,Guest,880622,Jakarta
3/30/2024,TRX000799,Guest,871772,Surabaya
4/26/2023,TRX000800,"Sutan Muni Siregar, S.Ked",759369,Jakarta
6/7/2024,TRX000801,Ir. Rika Ramadan,242762,Yogyakarta
3/21/2023,TRX000802,Guest,474776,Semarang
8/31/2023,TRX000803,Guest,150315,Semarang
7/28/2023,TRX000804,Syahrini Purwanti,522493,Surabaya
11/30/2023,TRX000805,Guest,57161,Yogyakarta
8/7/2024,TRX000806,Guest,700357,Bandung
1/16/2024,TRX000807,Cemani Prasetya,801035,Yogyakarta
11/28/2024,TRX000808,Guest,150247,Surabaya
3/1/2024,TRX000809,Guest,714445,Yogyakarta
3/15/2023,TRX000810,Guest,160456,Yogyakarta
10/19/2024,TRX000811,Guest,288852,Jakarta
3/12/2024,TRX000812,Ira Suwarno,695490,Yogyakarta
10/17/2023,TRX000813,Guest,368513,Jakarta
5/27/2023,TRX000814,Fitria Megantara,314520,Surabaya
1/26/2023,TRX000815,KH. Ozy Pudjiastuti,64422,Bandung
12/1/2023,TRX000816,Tari Halim,1023120,Semarang
9/13/2024,TRX000817,"R. Hasna Sudiati, S.H.",346815,Jakarta
1/4/2024,TRX000818,Guest,1283418,Yogyakarta
12/10/2023,TRX000819,"Dr. Zalindra Pudjiastuti, S.E.I",271340,Jakarta
2/22/2024,TRX000820,Guest,1279163,Yogyakarta
10/29/2024,TRX000821,Kasiyah Tampubolon,520610,Surabaya
1/19/2024,TRX000822,dr. Perkasa Riyanti,512623,Jakarta
4/26/2024,TRX000823,Guest,300090,Semarang
10/29/2023,TRX000824,"Hj. Diana Siregar, S.H.",316579,Bandung
9/28/2024,TRX000825,Karen Natsir,966949,Surabaya
2/1/2023,TRX000826,Guest,822502,Semarang
6/14/2023,TRX000827,Guest,1626070,Surabaya
1/13/2024,TRX000828,Guest,759255,Jakarta
2/15/2023,TRX000829,Guest,712008,Jakarta
10/25/2023,TRX000830,Guest,132078,Jakarta
6/3/2023,TRX000831,"T. Bambang Maryadi, S.Farm",778768,Semarang
8/28/2024,TRX000832,Guest,587261,Semarang
1/27/2023,TRX000833,Guest,1431333,Jakarta
4/19/2023,TRX000834,Wani Astuti,473688,Semarang
9/15/2024,TRX000835,Uchita Iswahyudi,129895,Surabaya
8/5/2023,TRX000836,"Hj. Maria Agustina, S.Psi",1324799,Yogyakarta
11/17/2023,TRX000837,Guest,434658,Jakarta
6/7/2024,TRX000838,Guest,570420,Bandung
6/4/2024,TRX000839,Guest,57807,Semarang
8/18/2024,TRX000840,Guest,531694,Yogyakarta
12/30/2024,TRX000841,Guest,579486,Yogyakarta
12/19/2023,TRX000842,Bakianto Prastuti,466973,Jakarta
8/9/2023,TRX000843,Prima Nashiruddin,370487,Yogyakarta
1/23/2024,TRX000844,Guest,848934,Yogyakarta
8/19/2024,TRX000845,"Cut Ika Zulkarnain, S.Pd",736520,Jakarta
2/3/2023,TRX000846,Karimah Dongoran,1188779,Surabaya
11/3/2024,TRX000847,Guest,1316253,Jakarta
6/3/2023,TRX000848,Guest,840784,Bandung
1/26/2024,TRX000849,"Ajeng Prabowo, S.E.I",577471,Semarang
10/26/2024,TRX000850,Amelia Astuti,814628,Bandung
3/22/2023,TRX000851,Guest,534080,Surabaya
3/21/2023,TRX000852,Guest,384584,Semarang
8/18/2023,TRX000853,Guest,513945,Semarang
8/1/2024,TRX000854,Guest,541337,Semarang
5/30/2024,TRX000855,Guest,385348,Semarang
8/11/2024,TRX000856,Humaira Usada,659864,Bandung
10/7/2024,TRX000857,Prabawa Utama,915858,Jakarta
7/15/2024,TRX000858,Guest,542750,Bandung
3/4/2024,TRX000859,Bakiadi Nasyiah,238148,Semarang
7/5/2024,TRX000860,Guest,582452,Yogyakarta
5/5/2023,TRX000861,Guest,945171,Yogyakarta
6/24/2024,TRX000862,Prasetyo Nashiruddin,924877,Semarang
2/22/2023,TRX000863,Guest,480605,Yogyakarta
9/13/2024,TRX000864,Guest,816434,Surabaya
4/28/2024,TRX000865,Guest,734402,Bandung
11/6/2024,TRX000866,Lintang Januar,392626,Surabaya
6/21/2024,TRX000867,Guest,667249,Surabaya
6/16/2024,TRX000868,Guest,365535,Jakarta
3/27/2024,TRX000869,Guest,288238,Surabaya
11/21/2023,TRX000870,Lantar Mansur,603644,Yogyakarta
10/3/2023,TRX000871,Guest,1018218,Yogyakarta
7/19/2023,TRX000872,R. Tantri Maulana,1062216,Surabaya
8/12/2024,TRX000873,Puti Puput Suryono,375976,Semarang
10/28/2023,TRX000874,Tgk. Karya Agustina,171888,Jakarta
9/7/2023,TRX000875,Guest,851568,Bandung
12/3/2023,TRX000876,Gawati Pratama,1112060,Semarang
9/6/2023,TRX000877,"drg. Agnes Melani, S.Kom",349332,Surabaya
1/6/2024,TRX000878,"Danu Susanti, S.Kom",631390,Bandung
8/25/2023,TRX000879,Guest,732699,Surabaya
4/11/2024,TRX000880,Guest,194693,Surabaya
11/19/2023,TRX000881,Cindy Haryanto,1507764,Yogyakarta
4/29/2023,TRX000882,R. Tiara Narpati,147351,Yogyakarta
12/10/2024,TRX000883,Guest,822372,Yogyakarta
9/4/2023,TRX000884,Guest,888933,Bandung
3/31/2024,TRX000885,Drs. Pangeran Puspita,819479,Bandung
2/24/2024,TRX000886,Guest,168579,Yogyakarta
1/6/2024,TRX000887,Jayeng Hasanah,1411115,Jakarta
3/23/2023,TRX000888,Guest,538662,Semarang
12/27/2023,TRX000889,"Syahrini Wacana, S.Psi",1280813,Surabaya
7/27/2024,TRX000890,"Kenari Manullang, S.Gz",371522,Yogyakarta
6/1/2024,TRX000891,Emil Hastuti,373148,Jakarta
3/20/2023,TRX000892,Guest,630161,Jakarta
1/6/2024,TRX000893,Safina Siregar,420552,Surabaya
10/31/2024,TRX000894,Guest,1157081,Surabaya
5/10/2024,TRX000895,Guest,1216304,Surabaya
9/11/2024,TRX000896,Guest,734768,Jakarta
8/24/2023,TRX000897,Puti Ulva Firmansyah,791126,Semarang
4/4/2024,TRX000898,Guest,582749,Semarang
3/4/2024,TRX000899,Guest,76949,Bandung
8/24/2023,TRX000900,"Asman Yuniar, S.T.",1413743,Bandung
8/6/2024,TRX000901,Guest,343788,Jakarta
5/9/2023,TRX000902,Guest,267119,Bandung
7/4/2024,TRX000903,Guest,270017,Bandung
9/8/2023,TRX000904,Lega Utama,630349,Semarang
2/22/2024,TRX000905,Guest,792804,Surabaya
11/21/2024,TRX000906,Guest,1454856,Yogyakarta
8/21/2024,TRX000907,Guest,918060,Jakarta
11/12/2024,TRX000908,Adika Novitasari,196969,Jakarta
5/22/2023,TRX000909,"Ir. Bella Januar, S.IP",330984,Surabaya
9/12/2024,TRX000910,Cemplunk Sirait,665523,Yogyakarta
9/24/2023,TRX000911,Darijan Wasita,819841,Yogyakarta
10/21/2023,TRX000912,Puji Wijayanti,743304,Surabaya
12/16/2023,TRX000913,Kanda Prayoga,948035,Surabaya
11/18/2023,TRX000914,"drg. Purwa Permata, S.I.Kom",38673,Bandung
5/1/2023,TRX000915,Guest,1016006,Bandung
